iter	Logloss
189	0.3841551545
190	0.3838399603
191	0.383714042
192	0.3832556863
193	0.3829471462
194	0.382683614
195	0.3824213758
196	0.3820851335
197	0.3819396852
198	0.3816284633
199	0.3813846696
200	0.3810334338
201	0.3806885846
202	0.3804703701
203	0.3802791825
204	0.3801348276
205	0.3799536963
206	0.3797197167
207	0.3794513623
208	0.3790808559
209	0.3788836979
210	0.3785506875
211	0.3782603668
212	0.3779742506
213	0.377800527
214	0.3775575694
215	0.3772286349
216	0.3769378927
217	0.3768426805
218	0.3765964863
219	0.3763763538
220	0.3761111836
221	0.3758686321
222	0.3757574892
223	0.3755071738
224	0.3753381063
225	0.3750653154
226	0.3749796404
227	0.3747970903
228	0.3746223254
229	0.3744379149
230	0.3741703943
231	0.3739220751
232	0.3736604863
233	0.3732730875
234	0.3729350305
235	0.3727491693
236	0.372455612
237	0.3723296717
238	0.3720268975
239	0.3715923156
240	0.3713167005
241	0.3711280512
242	0.3710501398
243	0.3708910141
244	0.3706726795
245	0.3705582368
246	0.3704152549
247	0.3703283865
248	0.3701853892
249	0.3700388777
250	0.3699138842
251	0.3697217538
252	0.3695547469
253	0.3693372494
254	0.3690235084
255	0.3689441567
256	0.3687964708
257	0.3685795235
258	0.3683998965
259	0.3682529093
260	0.3680685339
261	0.3678657348
262	0.3676668143
263	0.367560376
264	0.3673608161
265	0.3672225069
266	0.3670553112
267	0.3668454663
268	0.3666133193
269	0.3665600563
270	0.3663518973
271	0.3660287676
272	0.3658444801
273	0.3657510723
274	0.3656190768
275	0.3652723582
276	0.3651358562
277	0.3649309339
278	0.3646121267
279	0.3644264118
280	0.3642456539
281	0.3641322568
282	0.3639903751
283	0.3637826401
284	0.3635202246
285	0.3632960156
286	0.3630799624
287	0.3628646089
288	0.3627128897
289	0.3626017154
290	0.3623233326
291	0.362202954
292	0.3620621806
293	0.3619185993
294	0.3618341182
295	0.3616772542
296	0.3615923805
297	0.3614651629
298	0.3611570427
299	0.3609589534
300	0.3606618856
301	0.3605285352
302	0.3604270946
303	0.3604194193
304	0.3602475076
305	0.3600424441
306	0.3599135083
307	0.3598000455
308	0.3596277045
309	0.3593551524
310	0.3592855069
311	0.3589895866
312	0.3589234047
313	0.3588724302
314	0.3587109938
315	0.3585659258
316	0.3585082377
317	0.3583882257
318	0.3582513649
319	0.3581641382
320	0.3580446909
321	0.3579114971
322	0.3578657611
323	0.3577318689
324	0.3576330354
325	0.3575097285
326	0.3573818787
327	0.3572065041
328	0.3570780315
329	0.3569871315
330	0.3569112836
331	0.3568077838
332	0.3566979449
333	0.3565010596
334	0.3563575557
335	0.3562694744
336	0.3561033379
337	0.3560229231
338	0.3558503256
339	0.3557504394
340	0.3555569135
341	0.3554934783
342	0.3553846149
343	0.3552369477
344	0.3552162736
345	0.355085411
346	0.3549094002
347	0.3547808388
348	0.3547263622
349	0.3545791705
350	0.3544844357
351	0.3543639483
352	0.3543048131
353	0.3541774965
354	0.3540776373
355	0.3539349098
356	0.3538108817
357	0.3537437979
358	0.3536517543
359	0.3534418796
360	0.3533972902
361	0.3532550454
362	0.3530305506
363	0.3528617159
364	0.3526619731
365	0.3525924997
366	0.3525383728
367	0.3522969817
368	0.3519979648
369	0.3519324412
370	0.3518144079
371	0.3516753501
372	0.3515515052
373	0.3513563854
374	0.3512963035
375	0.3512174024
376	0.3510777554
377	0.3509201326
378	0.3507295416
379	0.3506410867
380	0.3505452879
381	0.3504718757
382	0.3503950634
383	0.3502772679
384	0.3502321221
385	0.3499615945
386	0.3498765161
387	0.3497922042
388	0.34978204
389	0.3496006095
390	0.3494059291
391	0.3493143882
392	0.3492322779
393	0.3491297073
394	0.3489361495
395	0.3488654502
396	0.3486850868
397	0.3485944502
398	0.3484633577
399	0.3481580449
400	0.3480949572
401	0.3480219826
402	0.3478889876
403	0.3477647557
404	0.3476392719
405	0.3474791572
406	0.347366358
407	0.3472151371
408	0.3471081452
409	0.3470947236
410	0.3469960213
411	0.3468668538
412	0.3467557211
413	0.3467248169
414	0.3466237004
415	0.3465405
416	0.3463991551
417	0.3462963585
418	0.3461185915
419	0.3459135705
420	0.3458459918
421	0.3458388396
422	0.3456833945
423	0.3455533349
424	0.3454551008
425	0.3453248864
426	0.3452452666
427	0.3451721686
428	0.3450770601
429	0.3449544137
430	0.3448494515
431	0.344700906
432	0.3446000617
433	0.3445184171
434	0.3444481344
435	0.344398716
436	0.3442252002
437	0.3441113544
438	0.3438509284
439	0.3437042529
440	0.3436230822
441	0.3435656562
442	0.3434086357
443	0.34334832
444	0.3432724596
445	0.3431675227
446	0.3430835584
447	0.3430069323
448	0.3429464041
449	0.3428502993
450	0.3427974316
451	0.3426821414
452	0.3426396358
453	0.3425929365
454	0.3425226485
455	0.3425065825
456	0.3424560369
457	0.3423665603
458	0.3422663963
459	0.3420859248
460	0.3419362472
461	0.341824002
462	0.3417096483
463	0.3415450315
464	0.3414262742
465	0.3413504445
466	0.3412579759
467	0.3411913828
468	0.3410958502
469	0.3409759904
470	0.3409301816
471	0.3408761582
472	0.3407007233
473	0.3406329567
474	0.3404548035
475	0.3404447537
476	0.3403839792
477	0.3403041345
478	0.3401904079
479	0.3401479195
480	0.3400108802
481	0.339911885
482	0.3397533206
483	0.3396209155
484	0.3395519326
485	0.3394359133
486	0.3393118214
487	0.3392440421
488	0.3390424584
489	0.3389240268
490	0.3387204974
491	0.3386001147
492	0.3384526811
493	0.338336076
494	0.3382698218
495	0.3382293918
496	0.3381359144
497	0.338067139
498	0.3379472678
499	0.3379093747
500	0.3377970758
501	0.3377039254
502	0.3376298983
503	0.3375478243
504	0.3374507792
505	0.3372982693
506	0.3371951601
507	0.337119907
508	0.3370740222
509	0.3369943145
510	0.3368889102
511	0.3367279104
512	0.3366439783
513	0.3365704272
514	0.3364407766
515	0.3363878484
516	0.3362464873
517	0.3361947447
518	0.3361546044
519	0.3361340383
520	0.3360627843
521	0.3359353232
522	0.3357833943
523	0.3356427106
524	0.3355818488
525	0.335505194
526	0.3354209175
527	0.3353348153
528	0.3353323316
529	0.3352702229
530	0.3351444325
531	0.3350321669
532	0.3349148337
533	0.3347719943
534	0.334665369
535	0.3346122214
536	0.3345896304
537	0.3344852542
538	0.3343672794
539	0.3343130339
540	0.3342828924
541	0.3341814293
542	0.3341420934
543	0.3340444011
544	0.334027546
545	0.3338733925
546	0.3338272827
547	0.3337581405
548	0.333634603
549	0.3335762951
550	0.3334439215
551	0.3333887936
552	0.3333496913
553	0.3332155429
554	0.3330996607
555	0.3330177894
556	0.3329269672
557	0.3327472287
558	0.3326317375
559	0.332400441
560	0.3323862718
561	0.3323285474
562	0.3322798475
563	0.3322183698
564	0.3320845
565	0.331990965
566	0.3318326482
567	0.3318205195
568	0.3317500938
569	0.331643704
570	0.3315819401
571	0.331575647
572	0.3315410776
573	0.3315035488
574	0.3314523968
575	0.3312918094
576	0.3311756397
577	0.3311073364
578	0.3309137084
579	0.3307189307
580	0.3305883094
581	0.3305559926
582	0.3303725348
583	0.3303224561
584	0.330290093
585	0.3301718887
586	0.3300069762
587	0.3298903706
588	0.3297704332
589	0.329743716
590	0.3296541536
591	0.3295492027
592	0.3294724753
593	0.3293752071
594	0.3293687337
595	0.3293383627
596	0.3292980414
597	0.3292852581
598	0.3292365005
599	0.3292065
600	0.3291728576
601	0.3290547484
602	0.3289730284
603	0.3288966706
604	0.3287930627
605	0.3287363622
606	0.3286427563
607	0.3285293179
608	0.3284029265
609	0.3282923833
610	0.3282201923
611	0.3281987525
612	0.3280915481
613	0.3278809717
614	0.3277840886
615	0.3276320693
616	0.3274984802
617	0.3273155624
618	0.3271617936
619	0.3270248505
620	0.326974261
621	0.326903224
622	0.3268326055
623	0.3267581925
624	0.3266418992
625	0.3265200383
626	0.3264332584
627	0.3262918067
628	0.3261272177
629	0.3260688575
630	0.3258922638
631	0.3258906562
632	0.3258317325
633	0.3257696246
634	0.3256811262
635	0.3255304968
636	0.3254600688
637	0.3254311742
638	0.3253402518
639	0.3252608581
640	0.3251544789
641	0.324993803
642	0.3248979562
643	0.3247777601
644	0.3247337451
645	0.324628883
646	0.3245476511
647	0.3244316716
648	0.3243917496
649	0.3242216221
650	0.3241712402
651	0.3240305908
652	0.3239273832
653	0.3239097625
654	0.3238222321
655	0.3236803362
656	0.3236199131
657	0.3235101189
658	0.3234427844
659	0.323311318
660	0.3232486094
661	0.3231365278
662	0.3230319104
663	0.3229591074
664	0.3228388441
665	0.322743803
666	0.3226092069
667	0.3224276994
668	0.3223673833
669	0.3221910234
670	0.3221616833
671	0.3220843365
672	0.3220829593
673	0.3219595403
674	0.3217912655
675	0.3217150734
676	0.3216254243
677	0.3215879904
678	0.3215427315
679	0.3214587116
680	0.3212979525
681	0.321220859
682	0.321046382
683	0.3209043424
684	0.3208167905
685	0.3207541003
686	0.3206925322
687	0.3205941228
688	0.3204863956
689	0.3203626551
690	0.3203022373
691	0.3202303533
692	0.320157111
693	0.3200893221
694	0.3199608433
695	0.3198396584
696	0.3197663749
697	0.3196435786
698	0.319564578
699	0.3193974429
700	0.3193035211
701	0.3192244024
702	0.3191196323
703	0.3189971183
704	0.3189312374
705	0.3188362398
706	0.3187226977
707	0.3186410644
708	0.3186351759
709	0.3185688505
710	0.3183909032
711	0.3183580085
712	0.3182561087
713	0.3181897522
714	0.3180225746
715	0.3179182448
716	0.3177591264
717	0.3176854112
718	0.3176056755
719	0.317570497
720	0.3175089557
721	0.3174492594
722	0.3172706027
723	0.3170220339
724	0.3169630308
725	0.3168333213
726	0.3167001741
727	0.3166008428
728	0.3165728464
729	0.316465558
730	0.3164087043
731	0.3163364736
732	0.3163066274
733	0.3162496423
734	0.316206439
735	0.3161218445
736	0.3160303329
737	0.3159651867
738	0.3159245245
739	0.3157632102
740	0.3157279438
741	0.3156030053
742	0.3155759086
743	0.3154204876
744	0.3152811887
745	0.3151963265
746	0.3151425061
747	0.3149901929
748	0.3149639192
749	0.3148349226
750	0.3146991448
751	0.3146257287
752	0.3145936859
753	0.3144686257
754	0.3144122574
755	0.3143464049
756	0.3142316143
757	0.3140961803
758	0.3140308796
759	0.313972799
760	0.3139601436
761	0.3138767974
762	0.313779593
763	0.3136698025
764	0.3136114709
765	0.3134364308
766	0.3133564717
767	0.3133016846
768	0.3132328371
769	0.3131554696
770	0.3130878537
771	0.3130348965
772	0.3129209508
773	0.3128234461
774	0.3126929735
775	0.3125621857
776	0.3124207427
777	0.3123744887
778	0.3121819106
779	0.3121165579
780	0.3120665724
781	0.3120274632
782	0.311855063
783	0.311729238
784	0.311665397
785	0.3115457559
786	0.3114645815
787	0.3113410243
788	0.3113035409
789	0.3111939053
790	0.3110639473
791	0.3110158113
792	0.3109789002
793	0.310878682
794	0.3107185804
795	0.3106093047
796	0.3105572865
797	0.310503642
798	0.310253131
799	0.3101309173
800	0.3100143632
801	0.309850297
802	0.3097290781
803	0.3096812775
804	0.3096172401
805	0.3094739182
806	0.3094154426
807	0.3093291465
808	0.3091941075
809	0.3091477949
810	0.3090851305
811	0.308986032
812	0.3088445078
813	0.3087463184
814	0.3086878066
815	0.308588536
816	0.3085080706
817	0.3083718477
818	0.3083067585
819	0.3082137775
820	0.3081070991
821	0.3079958669
822	0.3078348369
823	0.3077983474
824	0.3076874745
825	0.3076105247
826	0.307515068
827	0.3074685777
828	0.3073575724
829	0.3072265806
830	0.3070889198
831	0.3069651087
832	0.3068417866
833	0.306799405
834	0.3067100591
835	0.3066261776
836	0.3064195288
837	0.3063299147
838	0.3062365012
839	0.3061224228
840	0.3060828613
841	0.3059467752
842	0.3058937611
843	0.305733626
844	0.3056726145
845	0.3056043088
846	0.3055126017
847	0.3054591235
848	0.3053847358
849	0.3052670203
850	0.3051719825
851	0.3051297335
852	0.3050716386
853	0.3049976441
854	0.304924488
855	0.3048346486
856	0.3046706163
857	0.3045856312
858	0.3045346905
859	0.3044004683
860	0.3043561242
861	0.3041782527
862	0.3040563156
863	0.3040007639
864	0.3039342491
865	0.3038926685
866	0.3037682458
867	0.303693962
868	0.3036266496
869	0.3035605134
870	0.3034654304
871	0.3032691977
872	0.3031896531
873	0.3029817909
874	0.3029021882
875	0.3028519574
876	0.3028054568
877	0.3027604015
878	0.3026743718
879	0.3026367821
880	0.3025875077
881	0.3025451273
882	0.3024006265
883	0.3023606732
884	0.3023316753
885	0.3022864098
886	0.3021455939
887	0.302090563
888	0.3019888364
889	0.3018248169
890	0.3017140278
891	0.3016309568
892	0.3015367966
893	0.3014084877
894	0.3012989176
895	0.3012480007
896	0.3011258719
897	0.3009942239
898	0.3009022929
899	0.3008482885
900	0.3007388338
901	0.3006598685
902	0.3005697057
903	0.3005203832
904	0.3003371428
905	0.3002156696
906	0.3001623284
907	0.3001020384
908	0.2999685046
909	0.2998732178
910	0.2997554859
911	0.2996988454
912	0.299562108
913	0.299514842
914	0.2994533871
915	0.2992071043
916	0.2990548823
917	0.2989121089
918	0.2988669045
919	0.2988219196
920	0.2987353417
921	0.2986234129
922	0.2985775739
923	0.2984727748
924	0.2983623254
925	0.2983094197
926	0.298230502
927	0.2981827843
928	0.298026904
929	0.2979463702
930	0.2978178856
931	0.2977049209
932	0.2975680035
933	0.2974360497
934	0.2973855415
935	0.2973100202
936	0.2972774361
937	0.2971549586
938	0.2970809424
939	0.2969665683
940	0.2969104821
941	0.2967858608
942	0.2966656568
943	0.2965269203
944	0.2964861227
945	0.2963062137
946	0.2962464457
947	0.2961695944
948	0.2960542607
949	0.2959601157
950	0.295914968
951	0.2958586793
952	0.2958051122
953	0.2956458154
954	0.2955945507
955	0.2955508746
956	0.295415926
957	0.29530334
958	0.2952516258
959	0.2951644916
960	0.2950927081
961	0.2950189384
962	0.2949208157
963	0.2947944463
964	0.2945762997
965	0.2944224645
966	0.2942882619
967	0.2942432082
968	0.2941810056
969	0.294082007
970	0.2940143647
971	0.2938905013
972	0.2938214189
973	0.293754957
974	0.2936452512
975	0.2935932492
976	0.2934866563
977	0.293405087
978	0.2932646498
979	0.2932083477
980	0.2930933179
981	0.2930503582
982	0.2929814832
983	0.2928874836
984	0.2928143599
985	0.2926932315
986	0.2926447873
987	0.2925947481
988	0.2925341415
989	0.292469957
990	0.2924280478
991	0.2922953549
992	0.29224707
993	0.2921166991
994	0.2920062341
995	0.2919628672
996	0.2918278221
997	0.2917968316
998	0.2917331743
999	0.2916880358
